,cake_sales,desert_sales,summer_months,temps
249,9536.974186,8594.762845,0,8.593096655
250,5477.257345,5056.603392,0,5.061462724
251,26538.74886,23637.19241,0,23.65413813
252,21824.34078,21198.02885,0,21.17770574
253,40753.51608,34512.29202,0,34.51173287
254,8492.447974,8109.8372,0,8.113450025
255,50746.10555,43998.90627,0,43.92151835
256,28911.07975,32078.68635,0,32.08216062
257,10292.29615,9953.121522,0,9.959044673
258,11537.17655,11526.44967,0,11.54242434
259,3981.699167,4034.415805,0,4.039050152
260,40249.91808,38275.91739,0,38.27768825
261,60094.85496,53332.86212,0,53.25412799
262,45280.92005,42973.86524,0,42.97737447
263,23110.55591,23851.28779,0,23.82240534
264,3920.329511,3823.244289,0,3.827679686
265,9731.085766,8097.283144,0,8.096227855
266,21954.24629,20137.73465,0,20.13388241
267,13637.5603,12629.46058,0,12.61815099
268,47437.14745,49531.89435,0,49.503296
269,34241.26407,34149.91602,0,34.147062
270,5617.335237,5653.840612,0,5.658598271
271,10150.19605,9865.699972,0,9.86546771
272,25271.61862,23085.08489,0,23.08357624
273,41997.44779,50523.11388,0,50.39510122
274,43437.74964,56751.70922,0,56.66989224
275,39352.54047,42720.95534,0,42.69896417
276,18853.25488,17842.71044,0,17.81654865
277,30479.17258,31127.11885,0,31.1186421
278,41590.14743,42717.8081,0,42.6502634
279,7036.803937,6517.739265,0,6.50444025
280,40788.58718,45939.17574,0,45.91102977
281,41331.52616,44117.0694,0,44.14978937
282,20107.09988,19618.97169,0,19.63558461
283,9435.293306,10288.60413,0,10.29169465
284,48514.79064,48123.96832,0,48.1552071
285,15687.12849,15410.48641,0,15.41642596
286,32164.99829,34551.59166,0,34.60049918
287,39280.72014,36960.18184,0,37.00553686
288,42924.55236,42626.10314,0,42.73269727
289,50070.81216,48130.51702,0,48.20894834
290,19295.3199,16736.08687,0,16.7395161
291,24643.41098,20610.86893,0,20.57455274
292,8549.849061,9829.597176,0,9.829179856
293,52030.0077,56047.98253,0,56.04764866
294,38482.69026,35678.75668,0,35.63163296
295,39846.19123,38321.79707,0,38.29167489
296,52219.96381,50940.05599,0,50.92159538
297,27314.02959,26168.90471,0,26.13634848
298,49020.7393,51206.33327,0,51.29598078
299,4617.129918,3801.963368,0,3.801320239
300,40569.47931,40764.56442,0,40.7168711
301,13726.21094,13237.1608,0,13.24466291
302,26736.10244,27440.84355,0,27.44089547
303,52501.61587,55685.319,0,55.59890326
304,41695.92081,46890.43944,0,46.8841551
305,19369.58756,22924.99309,0,22.92004855
306,34264.801,40129.97978,0,40.08673017
307,27449.45104,29990.5906,0,30.02719091
308,45268.91323,46160.83192,0,46.12751217
309,5857.022102,5947.502113,0,5.950568821
310,28740.19618,29989.28749,0,29.99208304
311,15739.43319,16833.58459,0,16.82964551
312,33542.93287,29924.47694,0,29.91154073
313,21296.86338,28999.00014,0,28.96517121
314,11106.81006,10289.70024,0,10.2892589
315,22856.95947,21809.8404,0,21.83792248
316,50777.68699,54605.98707,0,54.55122397
317,21223.55349,24780.49764,0,24.77413007
318,33372.66508,38155.24304,0,38.22281945
319,53778.2509,53848.44226,0,53.74747885
320,10652.95892,10656.10709,0,10.66437406
321,36666.28207,40815.84273,0,40.81322609
322,33366.17508,32349.7805,0,32.33705605
323,30829.12078,43410.49749,0,43.39630312
324,37609.09081,37504.14903,0,37.47490674
325,17862.25715,19740.37522,0,19.74431857
326,30945.28667,34831.77048,0,34.84310056
327,11620.48402,11677.96693,0,11.65833791
328,35998.48933,43280.12532,0,43.24946784
329,51028.33611,56769.46518,0,56.81280925
330,17703.6032,19768.15546,0,19.75334595
331,30370.72598,28239.87532,0,28.20336283
332,6114.422031,5508.426866,0,5.513785802
333,18001.5453,19018.1822,0,19.01305541
334,19365.69746,21540.64761,0,21.53504556
335,24770.51952,25404.57761,0,25.37783561
336,11597.55562,11375.98926,0,11.36931624
337,22999.72914,23849.68467,0,23.87457706
338,5002.163725,4530.470854,0,4.530958398
339,29494.65403,32676.37949,0,32.60204627
340,14622.0389,15091.68118,0,15.06593031
341,27971.83513,28885.34563,0,28.93711403
342,34018.7252,40166.30312,0,40.1773563
343,42366.31346,47835.31538,0,47.79763729
344,26560.72704,28185.31733,0,28.15975081
345,24899.88145,21946.03829,0,21.91903752
346,51689.42691,50554.02167,0,50.51811544
347,32956.94979,35228.71544,0,35.19978426
348,29511.61257,28879.13503,0,28.89299283
349,10979.19605,10455.33198,0,10.44948875
350,35624.5607,33152.86904,0,33.15199684
351,23824.25856,21240.73276,0,21.27012536
352,14698.20855,14881.1685,0,14.86203526
353,31393.18869,29438.7928,0,29.46600821
354,44333.0144,45706.87909,0,45.70649575
355,19336.12646,19678.48735,0,19.66223783
356,5108.936447,4105.718967,0,4.103153601
357,33104.68399,32413.65958,0,32.44999074
358,21326.31723,26470.90029,0,26.45391787
359,26831.31058,27903.35557,0,27.90941424
360,57079.20658,54807.94139,0,54.83841375
361,52856.00186,50425.71227,0,50.27996022
362,11180.30988,10937.3297,0,10.92930974
363,37090.68972,38911.59736,0,38.87546684
364,19997.66312,23813.46633,0,23.81318309
365,45170.45293,44792.39564,0,44.79002564
366,21245.11077,22146.09068,0,22.09874477
367,50389.61645,50268.52932,0,50.24297485
368,41404.94245,40896.78701,0,40.84285708
369,48276.94939,40291.41456,0,40.22599761
370,38262.79134,41052.49094,0,41.04832412
371,30769.88825,34296.16791,0,34.27569674
372,23922.26222,26397.71735,0,26.35278218
373,22076.95218,23784.88631,0,23.78532502
374,48471.84457,47712.07301,0,47.84132867
375,38735.39329,36574.42988,0,36.64586807
376,14704.19843,14878.76907,0,14.88950257
377,19031.61201,19748.38905,0,19.70475953
378,22347.51851,23486.04518,0,23.48191199
379,8756.783639,9984.191441,0,9.981041522
380,54821.80992,52257.85214,0,52.28144751
381,3471.543147,3049.671005,0,3.052241227
382,55539.71194,52410.00968,0,52.40965823
383,54838.89496,50388.0089,0,50.41708163
384,4220.470987,4032.362225,0,4.036427681
385,39133.97044,40623.84318,0,40.60338818
386,27375.242,26195.58478,0,26.20088272
387,4093.092808,3641.834665,0,3.645662148
388,20859.94872,28723.62752,0,28.64983754
389,3219.923838,3241.659424,0,3.237866852
390,39073.59147,42560.41585,0,42.5536594
391,43597.67198,43627.56717,0,43.57050369
392,44151.36738,46268.35742,0,46.31732121
393,39646.48917,43969.29492,0,44.05184672
394,47100.21833,43715.98323,0,43.7363295
395,29592.17218,30885.98202,0,30.88581082
396,16525.59175,17762.53741,0,17.74453397
397,19632.60804,18319.1002,0,18.30557749
398,50448.67158,48200.94056,0,48.22620825
399,50351.72149,52725.26759,0,52.78394608
400,27719.18096,24134.25081,0,24.14530544
401,61861.44991,72481.54992,0,72.51456165
402,59996.26225,71209.2657,0,71.22187419
403,55020.87212,51816.87602,0,51.78457737
404,42428.11759,44931.24498,0,44.8774734
405,56126.24682,52192.77153,0,52.26002245
406,35336.0464,41974.12574,0,41.93483918
407,20806.24818,20011.21649,0,20.0304961
408,79862.99192,65268.90537,0,65.29701601
409,15503.62464,15185.21348,0,15.19448042
410,26204.85291,31244.61394,0,31.27700925
411,61048.84895,55417.2894,0,55.54431622
412,69057.87525,61375.99053,0,61.29919474
413,43849.74047,44845.32367,0,44.77988325
414,63064.57098,60783.75761,0,60.86957394
415,21740.16364,23475.47873,0,23.44871044
416,19335.44575,15672.20805,0,15.68033707
417,50742.44254,47576.70444,0,47.56932605
418,64067.70866,71447.6868,0,71.51057433
419,52422.26191,51945.33622,0,51.90273202
420,38970.35134,44265.17356,0,44.26187038
421,65543.33484,62657.7042,0,62.56120056
422,66827.06048,60530.18162,0,60.48608425
423,50298.05771,52676.60194,0,52.63997071
424,32419.57319,32090.13946,0,32.12381354
425,51780.00606,55701.74609,0,55.69738077
426,60732.65202,67880.37604,0,67.93413768
427,47549.82005,51719.9753,0,51.65929049
428,21416.24634,21095.64919,0,21.08998311
429,36888.86732,32513.97485,0,32.50580633
430,29200.33133,31811.57711,0,31.80024068
431,53680.52566,55342.92081,0,55.32694413
432,36310.79355,35467.03628,0,35.44887988
433,46553.13253,48936.05236,0,48.90089284
434,62410.16176,62721.56143,0,62.70334092
435,64896.99553,62933.83728,0,62.96651787
436,63017.96308,59028.33634,0,59.07815117
437,30244.2322,31440.30402,0,31.43331655
438,42982.6842,38146.97024,0,38.15946301
439,47620.97286,48144.69134,0,48.08907945
440,51417.40362,61998.76648,0,62.09702594
441,28222.66919,27870.93641,0,27.89761685
442,38555.41674,38902.11886,0,38.90560705
443,24920.91701,25290.05355,0,25.2591682
444,35071.25747,37573.64357,0,37.53252235
445,48649.90998,41785.59611,0,41.83577149
446,45542.21845,43831.5822,0,43.78535868
447,58749.85892,62391.05656,0,62.30763511
448,28666.3134,34116.20501,0,34.09909874
449,53381.98524,50228.0613,0,50.23951119
450,26663.91592,22133.23566,0,22.16421349
451,73143.83693,59594.08544,0,59.57789791
452,26498.57168,32563.57175,0,32.56860379
453,29500.57307,29324.72332,0,29.27876423
454,65455.69976,64969.3552,0,65.00336859
455,51817.48563,55358.38784,0,55.33886965
456,26648.08165,27587.96289,0,27.57513113
457,38077.43571,42685.65998,0,42.61086013
458,72295.21236,71305.68927,0,71.27174149
459,58907.72157,66829.77792,0,66.77369824
460,41546.82938,47112.12923,0,47.13748067
461,63943.93253,58754.69741,0,58.74740574
462,46313.6362,49406.15197,0,49.41917727
463,18104.5453,17081.46749,0,17.05772245
464,17891.13417,17688.29075,0,17.72854547
465,31322.41707,39448.19778,0,39.43448592
466,47566.04748,53601.05534,0,53.59926238
467,68508.73435,61123.67029,0,61.14818239
468,40030.90549,46791.06514,0,46.7578077
469,64332.00749,63612.46512,0,63.54528472
470,36067.45975,34034.94475,0,34.03385204
471,51677.42648,63314.32442,0,63.34240899
472,16578.19527,18095.43739,0,18.11075244
473,37825.08765,44998.26248,0,44.95214317
474,26178.57112,26322.7324,0,26.28581865
475,43093.97681,49658.35072,0,49.67891324
476,13977.89862,15896.02766,0,15.9025888
477,74490.47479,65813.58982,0,65.81114124
478,52907.09878,52639.50242,0,52.55403937
479,55068.51498,70080.23704,0,70.15016809
480,61161.66188,66548.82614,0,66.56097582
481,15936.10785,16158.01035,0,16.1717617
482,70770.56448,68467.26991,0,68.45743945
483,39175.61357,40423.66645,0,40.45156263
484,49320.47952,42272.44626,0,42.27005608
485,23610.37107,23203.35726,0,23.20613921
486,38136.51274,38045.87891,0,38.02036784
487,47050.39648,41939.00125,0,41.93300869
488,27268.81977,29026.70532,0,29.02764035
489,29765.20754,30361.85735,0,30.31038911
490,33078.2336,38139.85768,0,38.14014805
491,22073.1615,23076.80374,0,23.11330062
492,56529.74588,64846.93746,0,64.80573785
493,54503.74346,59950.27745,0,59.90108929
494,59209.74879,53488.33312,0,53.43643615
495,31119.3552,25870.57145,0,25.84607615
496,34270.95175,39373.39505,0,39.3963881
497,64512.54849,70552.68878,0,70.55748007
498,30593.99438,34459.92086,0,34.54126304
499,57597.09498,59389.21669,0,59.38238146
500,53567.33652,51228.6906,0,51.26561255
501,73526.10357,65219.1639,0,65.06670388
502,50787.87893,57719.36003,0,57.64837915
503,48037.29897,43125.24473,0,43.17275137
504,42171.698,39841.06934,0,39.82241803
505,58476.33998,70297.42968,0,70.17240608
506,74370.20149,70064.19607,0,70.0549913
507,35287.45898,30613.84836,0,30.61885229
508,29869.03708,31149.79756,0,31.13933407
509,23223.35123,23458.73767,0,23.49104564
510,66048.06297,57486.99733,0,57.36705957
511,58003.26454,47044.22864,0,47.14588234
512,53761.4454,59070.78875,0,58.98165372
513,58142.45658,58549.57595,0,58.66007996
514,48958.97457,47220.66367,0,47.14604369
515,63395.31261,54081.38293,0,54.16879077
516,55218.58848,54848.44103,0,54.85235373
517,51586.11144,49368.30616,0,49.33863421
518,67376.59265,66849.47153,0,66.7894623
519,34324.39014,34201.88605,0,34.24611359
520,22746.35326,24347.08752,0,24.36813833
521,65851.99567,66910.15899,0,66.88235046
522,27227.91577,27769.90329,0,27.76374402
523,15072.07284,14730.46486,0,14.74831673
524,57270.80817,57972.2914,0,57.91902093
525,16139.41006,15514.28576,0,15.51881393
526,57032.49945,46712.07272,0,46.66331612
527,52749.22473,50712.04736,0,50.72416683
528,22715.88429,25377.31392,0,25.40599428
529,71155.84908,66451.75289,0,66.50323213
530,66468.68021,59562.65787,0,59.52478348
531,70467.2568,58760.5652,0,58.75889439
532,38233.21413,34478.19826,0,34.45676085
533,36871.46283,39317.3852,0,39.30448623
534,60061.71015,56619.17918,0,56.637415
535,58450.74869,48746.26165,0,48.71608236
536,51080.6149,53236.56535,0,53.17203038
537,56222.17132,57961.6073,0,57.97065731
538,21398.91963,19087.75546,0,19.10739022
539,51000.52138,51734.37448,0,51.77116455
540,68178.3923,66634.17548,0,66.69991409
541,20455.13491,24098.9765,0,24.11450836
542,68948.63587,67261.61911,0,67.43600176
543,76901.53653,68516.99532,0,68.42862465
544,27470.46732,29770.62017,0,29.78496663
545,46755.28125,45257.31585,0,45.21740759
546,54710.79819,59498.50483,0,59.5644952
547,61265.69353,58694.441,0,58.67650067
548,53170.63964,58472.42558,0,58.4818736
549,35324.08343,36171.4957,0,36.21983673
550,77465.39449,68251.6803,0,68.28520594
551,58319.74437,67279.71184,0,67.31201438
552,27179.9659,28642.35341,0,28.6346631
553,68247.86434,64480.19712,0,64.57919453
554,43822.85918,48648.82805,0,48.5970695
555,18636.30805,19857.36853,0,19.84789712
556,55678.43666,52347.20193,0,52.4659973
557,31328.48698,30848.15258,0,30.84812293
558,69932.98111,63405.26359,0,63.46606697
559,25646.94904,21662.71293,0,21.70830057
560,21784.96982,21323.39237,0,21.31115195
561,33946.87591,35183.05731,0,35.17666963
562,64416.25152,64057.63569,0,63.98677719
563,64736.92124,67953.05125,0,68.07507518
564,37805.10887,37397.75188,0,37.42604345
565,49412.72617,52514.33833,0,52.49603975
566,58480.95859,57376.82983,0,57.42540999
567,54869.00352,65105.94157,0,65.03249179
568,32845.45773,35048.60563,0,35.14192794
569,82319.35155,71176.08304,0,71.12303945
570,16230.0709,16654.75744,0,16.67484963
571,21477.59543,19204.88359,0,19.18843401
572,53795.27336,62263.88917,0,62.27205349
573,27346.05804,26767.74075,0,26.78963212
574,61833.60538,59624.48046,0,59.55570347
575,16725.04849,18104.45058,0,18.09530375
576,31443.58008,33302.57774,0,33.28998349
577,53583.27534,52293.83123,0,52.34270541
578,48603.75532,45634.56898,0,45.67391054
579,21854.24427,20907.46264,0,20.90614454
580,23006.02229,25196.47411,0,25.17771557
581,20262.58057,19362.77696,0,19.36576434
582,51795.11176,52888.63061,0,52.88122583
583,29371.67886,29993.68992,0,29.99705684
584,19032.97801,20583.12876,0,20.58907031
585,30989.12735,26833.03868,0,26.81434956
586,52131.68026,51970.46747,0,51.99420205
587,55755.34054,51937.86537,0,51.96559426
588,51426.47502,52179.50349,0,52.13474163
589,63991.00649,62059.14747,0,62.19073967
590,45315.62049,43246.52638,0,43.21106083
591,24002.78784,21220.80886,0,21.24115799
592,27330.97314,35666.15932,0,35.65542018
593,49307.19854,54927.24195,0,54.89833936
594,50873.47907,51749.44231,0,51.739005
595,36878.9252,40484.09939,0,40.47611558
596,14895.42086,14624.69526,0,14.60932927
597,25502.53048,27947.89581,0,27.95322766
598,58289.13995,63684.5893,0,63.77132531
599,55106.84701,51880.22596,0,51.88248372
600,25253.04516,27736.83909,0,27.74849611
601,68761.8718,66539.40411,0,66.61304693
602,69445.9711,70521.05662,0,70.60812292
603,78357.95704,70683.22109,0,70.60090661
604,37158.42238,34243.33949,0,34.3330536
605,50665.47019,51391.63792,0,51.4104826
606,58494.63513,61643.40036,0,61.57854387
607,76364.70188,77256.61965,0,77.18006542
608,31537.53572,36036.97484,0,36.09156542
609,49738.17111,44229.0252,0,44.19228767
610,62888.47286,71538.63868,0,71.58252963
611,44094.10761,41640.70575,0,41.62315318
612,66686.47785,66117.58868,0,66.11108594
613,49990.60953,66436.8437,0,66.49324904
614,66907.06175,62092.19172,0,62.14082268
615,68338.05463,77077.72792,0,77.0722459
616,46921.50552,51998.18489,0,52.00690105
617,43066.36258,46227.54988,0,46.19553121
618,67712.62036,72009.55604,0,72.1283213
619,44467.61532,52980.73196,0,52.88319235
620,71119.07846,71776.54326,0,71.84464931
621,33181.45348,30328.83965,0,30.32024788
622,100811.7236,78397.87691,0,78.39260288
623,57495.8241,61868.56606,0,61.9170781
624,57145.89646,53976.81941,0,54.01155182
625,40194.17859,39507.77335,0,39.5832443
626,48278.98379,44569.93886,0,44.58992107
627,64024.759,59728.07776,0,59.70760751
628,31071.86868,30154.78745,0,30.1735199
629,48939.626,40859.19613,0,40.9152309
630,34983.41936,33210.89906,0,33.25078494
631,64457.14988,52913.77311,0,52.95197703
632,61865.5773,63932.02871,0,63.86549426
633,46393.22086,48939.73956,0,48.96133897
